scenario,fiscal_year,period_end,period_class,metric,display_name,value,unit,status,value_source,formula,input_metrics,source_ids,notes
bull,FY2027,2027-05-31,forecast,normalized_operating_tax_expense,Normalized operating tax expense,802.968427800,USD millions,forecast_calculated,project_analyst_scenario,"max(derived_operating_income, 0) * normalized_tax_rate",derived_operating_income;normalized_tax_rate,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2027,2027-05-31,forecast,nopat,NOPAT,3020.690752200,USD millions,forecast_calculated,project_analyst_scenario,derived_operating_income - normalized_operating_tax_expense,derived_operating_income;normalized_operating_tax_expense,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2027,2027-05-31,forecast,depreciation_and_amortization,Depreciation and amortization,746.079840,USD millions,forecast_calculated,project_analyst_scenario,revenue * da_percent_revenue,revenue;da_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2027,2027-05-31,forecast,da_percent_revenue,D&A as a percentage of revenue,0.016,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,da_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
bull,FY2027,2027-05-31,forecast,capital_expenditures,Capital expenditures,792.709830,USD millions,forecast_calculated,project_analyst_scenario,revenue * capex_percent_revenue,revenue;capex_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2027,2027-05-31,forecast,capex_percent_revenue,Capital expenditures as a percentage of revenue,0.017,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,capex_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
bull,FY2027,2027-05-31,forecast,operating_nwc_proxy,Operating NWC proxy,5036.038920,USD millions,forecast_calculated,project_analyst_scenario,revenue * operating_nwc_percent_revenue,revenue;operating_nwc_percent_revenue,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2027,2027-05-31,forecast,operating_nwc_percent_revenue,Operating NWC as a percentage of revenue,0.108,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,operating_nwc_percent_revenue,FS03,Project analyst scenario; no valuation or probability assigned.
bull,FY2027,2027-05-31,forecast,change_in_operating_nwc,Change in operating NWC,-470.961080,USD millions,forecast_calculated,project_analyst_scenario,operating_nwc_proxy_t - operating_nwc_proxy_t_minus_1,operating_nwc_proxy_t;operating_nwc_proxy_t_minus_1,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2027,2027-05-31,forecast,fcff,Free cash flow to the firm,3445.021842200,USD millions,forecast_calculated,project_analyst_scenario,nopat + depreciation_and_amortization - capital_expenditures - change_in_operating_nwc,nopat;depreciation_and_amortization;capital_expenditures;change_in_operating_nwc,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2027,2027-05-31,forecast,fcff_margin,FCFF margin,0.07387996099077010310317458786,decimal,forecast_calculated,project_analyst_scenario,fcff / revenue,fcff;revenue,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2028,2028-05-31,forecast,revenue_growth,Revenue growth,0.040,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,revenue_growth,FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2028,2028-05-31,forecast,revenue,Revenue,48495.189600,USD millions,forecast_calculated,project_analyst_scenario,revenue_t_minus_1 * (1 + revenue_growth),prior_year_revenue;revenue_growth,FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2028,2028-05-31,forecast,gross_margin,Gross margin,0.440,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,gross_margin,FS03,Project analyst scenario; no valuation or probability assigned.
bull,FY2028,2028-05-31,forecast,gross_profit,Gross profit,21337.883424000,USD millions,forecast_calculated,project_analyst_scenario,revenue * gross_margin,revenue;gross_margin,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2028,2028-05-31,forecast,sga_percent_revenue,SG&A as a percentage of revenue,0.340,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,sga_percent_revenue,FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2028,2028-05-31,forecast,total_selling_and_administrative_expense,Total SG&A,16488.364464000,USD millions,forecast_calculated,project_analyst_scenario,revenue * sga_percent_revenue,revenue;sga_percent_revenue,FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2028,2028-05-31,forecast,derived_operating_income,Derived operating income,4849.518960000,USD millions,forecast_calculated,project_analyst_scenario,gross_profit - total_selling_and_administrative_expense,gross_profit;total_selling_and_administrative_expense,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2028,2028-05-31,forecast,operating_margin,Derived operating margin,0.100,decimal,forecast_calculated,project_analyst_scenario,derived_operating_income / revenue,derived_operating_income;revenue,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2028,2028-05-31,forecast,normalized_tax_rate,Normalized operating tax rate,0.210,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,normalized_tax_rate,FS03,Project analyst scenario; no valuation or probability assigned.
bull,FY2028,2028-05-31,forecast,normalized_operating_tax_expense,Normalized operating tax expense,1018.398981600000,USD millions,forecast_calculated,project_analyst_scenario,"max(derived_operating_income, 0) * normalized_tax_rate",derived_operating_income;normalized_tax_rate,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2028,2028-05-31,forecast,nopat,NOPAT,3831.119978400000,USD millions,forecast_calculated,project_analyst_scenario,derived_operating_income - normalized_operating_tax_expense,derived_operating_income;normalized_operating_tax_expense,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2028,2028-05-31,forecast,depreciation_and_amortization,Depreciation and amortization,775.923033600,USD millions,forecast_calculated,project_analyst_scenario,revenue * da_percent_revenue,revenue;da_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2028,2028-05-31,forecast,da_percent_revenue,D&A as a percentage of revenue,0.016,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,da_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
bull,FY2028,2028-05-31,forecast,capital_expenditures,Capital expenditures,872.913412800,USD millions,forecast_calculated,project_analyst_scenario,revenue * capex_percent_revenue,revenue;capex_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2028,2028-05-31,forecast,capex_percent_revenue,Capital expenditures as a percentage of revenue,0.018,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,capex_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
bull,FY2028,2028-05-31,forecast,operating_nwc_proxy,Operating NWC proxy,5043.499718400,USD millions,forecast_calculated,project_analyst_scenario,revenue * operating_nwc_percent_revenue,revenue;operating_nwc_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2028,2028-05-31,forecast,operating_nwc_percent_revenue,Operating NWC as a percentage of revenue,0.104,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,operating_nwc_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
bull,FY2028,2028-05-31,forecast,change_in_operating_nwc,Change in operating NWC,7.460798400,USD millions,forecast_calculated,project_analyst_scenario,operating_nwc_proxy_t - operating_nwc_proxy_t_minus_1,operating_nwc_proxy_t;operating_nwc_proxy_t_minus_1,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2028,2028-05-31,forecast,fcff,Free cash flow to the firm,3726.668800800000,USD millions,forecast_calculated,project_analyst_scenario,nopat + depreciation_and_amortization - capital_expenditures - change_in_operating_nwc,nopat;depreciation_and_amortization;capital_expenditures;change_in_operating_nwc,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2028,2028-05-31,forecast,fcff_margin,FCFF margin,0.07684615384615384615384615385,decimal,forecast_calculated,project_analyst_scenario,fcff / revenue,fcff;revenue,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2029,2029-05-31,forecast,revenue_growth,Revenue growth,0.050,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,revenue_growth,FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2029,2029-05-31,forecast,revenue,Revenue,50919.949080000,USD millions,forecast_calculated,project_analyst_scenario,revenue_t_minus_1 * (1 + revenue_growth),prior_year_revenue;revenue_growth,FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2029,2029-05-31,forecast,gross_margin,Gross margin,0.450,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,gross_margin,FS03,Project analyst scenario; no valuation or probability assigned.
bull,FY2029,2029-05-31,forecast,gross_profit,Gross profit,22913.977086000000,USD millions,forecast_calculated,project_analyst_scenario,revenue * gross_margin,revenue;gross_margin,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2029,2029-05-31,forecast,sga_percent_revenue,SG&A as a percentage of revenue,0.330,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,sga_percent_revenue,FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2029,2029-05-31,forecast,total_selling_and_administrative_expense,Total SG&A,16803.583196400000,USD millions,forecast_calculated,project_analyst_scenario,revenue * sga_percent_revenue,revenue;sga_percent_revenue,FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2029,2029-05-31,forecast,derived_operating_income,Derived operating income,6110.393889600000,USD millions,forecast_calculated,project_analyst_scenario,gross_profit - total_selling_and_administrative_expense,gross_profit;total_selling_and_administrative_expense,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2029,2029-05-31,forecast,operating_margin,Derived operating margin,0.120,decimal,forecast_calculated,project_analyst_scenario,derived_operating_income / revenue,derived_operating_income;revenue,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2029,2029-05-31,forecast,normalized_tax_rate,Normalized operating tax rate,0.210,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,normalized_tax_rate,FS03,Project analyst scenario; no valuation or probability assigned.
bull,FY2029,2029-05-31,forecast,normalized_operating_tax_expense,Normalized operating tax expense,1283.182716816000000,USD millions,forecast_calculated,project_analyst_scenario,"max(derived_operating_income, 0) * normalized_tax_rate",derived_operating_income;normalized_tax_rate,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2029,2029-05-31,forecast,nopat,NOPAT,4827.211172784000000,USD millions,forecast_calculated,project_analyst_scenario,derived_operating_income - normalized_operating_tax_expense,derived_operating_income;normalized_operating_tax_expense,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2029,2029-05-31,forecast,depreciation_and_amortization,Depreciation and amortization,814.719185280000,USD millions,forecast_calculated,project_analyst_scenario,revenue * da_percent_revenue,revenue;da_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2029,2029-05-31,forecast,da_percent_revenue,D&A as a percentage of revenue,0.016,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,da_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
bull,FY2029,2029-05-31,forecast,capital_expenditures,Capital expenditures,967.479032520000,USD millions,forecast_calculated,project_analyst_scenario,revenue * capex_percent_revenue,revenue;capex_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2029,2029-05-31,forecast,capex_percent_revenue,Capital expenditures as a percentage of revenue,0.019,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,capex_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
bull,FY2029,2029-05-31,forecast,operating_nwc_proxy,Operating NWC proxy,5091.994908000000,USD millions,forecast_calculated,project_analyst_scenario,revenue * operating_nwc_percent_revenue,revenue;operating_nwc_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2029,2029-05-31,forecast,operating_nwc_percent_revenue,Operating NWC as a percentage of revenue,0.100,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,operating_nwc_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
bull,FY2029,2029-05-31,forecast,change_in_operating_nwc,Change in operating NWC,48.495189600000,USD millions,forecast_calculated,project_analyst_scenario,operating_nwc_proxy_t - operating_nwc_proxy_t_minus_1,operating_nwc_proxy_t;operating_nwc_proxy_t_minus_1,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2029,2029-05-31,forecast,fcff,Free cash flow to the firm,4625.956135944000000,USD millions,forecast_calculated,project_analyst_scenario,nopat + depreciation_and_amortization - capital_expenditures - change_in_operating_nwc,nopat;depreciation_and_amortization;capital_expenditures;change_in_operating_nwc,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2029,2029-05-31,forecast,fcff_margin,FCFF margin,0.09084761904761904761904761905,decimal,forecast_calculated,project_analyst_scenario,fcff / revenue,fcff;revenue,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2030,2030-05-31,forecast,revenue_growth,Revenue growth,0.050,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,revenue_growth,FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2030,2030-05-31,forecast,revenue,Revenue,53465.946534000000,USD millions,forecast_calculated,project_analyst_scenario,revenue_t_minus_1 * (1 + revenue_growth),prior_year_revenue;revenue_growth,FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2030,2030-05-31,forecast,gross_margin,Gross margin,0.455,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,gross_margin,FS03,Project analyst scenario; no valuation or probability assigned.
bull,FY2030,2030-05-31,forecast,gross_profit,Gross profit,24327.005672970000000,USD millions,forecast_calculated,project_analyst_scenario,revenue * gross_margin,revenue;gross_margin,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2030,2030-05-31,forecast,sga_percent_revenue,SG&A as a percentage of revenue,0.322,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,sga_percent_revenue,FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2030,2030-05-31,forecast,total_selling_and_administrative_expense,Total SG&A,17216.034783948000000,USD millions,forecast_calculated,project_analyst_scenario,revenue * sga_percent_revenue,revenue;sga_percent_revenue,FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2030,2030-05-31,forecast,derived_operating_income,Derived operating income,7110.970889022000000,USD millions,forecast_calculated,project_analyst_scenario,gross_profit - total_selling_and_administrative_expense,gross_profit;total_selling_and_administrative_expense,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2030,2030-05-31,forecast,operating_margin,Derived operating margin,0.133,decimal,forecast_calculated,project_analyst_scenario,derived_operating_income / revenue,derived_operating_income;revenue,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2030,2030-05-31,forecast,normalized_tax_rate,Normalized operating tax rate,0.210,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,normalized_tax_rate,FS03,Project analyst scenario; no valuation or probability assigned.
bull,FY2030,2030-05-31,forecast,normalized_operating_tax_expense,Normalized operating tax expense,1493.303886694620000000,USD millions,forecast_calculated,project_analyst_scenario,"max(derived_operating_income, 0) * normalized_tax_rate",derived_operating_income;normalized_tax_rate,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2030,2030-05-31,forecast,nopat,NOPAT,5617.667002327380000000,USD millions,forecast_calculated,project_analyst_scenario,derived_operating_income - normalized_operating_tax_expense,derived_operating_income;normalized_operating_tax_expense,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2030,2030-05-31,forecast,depreciation_and_amortization,Depreciation and amortization,908.921091078000000,USD millions,forecast_calculated,project_analyst_scenario,revenue * da_percent_revenue,revenue;da_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2030,2030-05-31,forecast,da_percent_revenue,D&A as a percentage of revenue,0.017,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,da_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
bull,FY2030,2030-05-31,forecast,capital_expenditures,Capital expenditures,1015.852984146000000,USD millions,forecast_calculated,project_analyst_scenario,revenue * capex_percent_revenue,revenue;capex_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2030,2030-05-31,forecast,capex_percent_revenue,Capital expenditures as a percentage of revenue,0.019,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,capex_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
bull,FY2030,2030-05-31,forecast,operating_nwc_proxy,Operating NWC proxy,5186.196813798000000,USD millions,forecast_calculated,project_analyst_scenario,revenue * operating_nwc_percent_revenue,revenue;operating_nwc_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2030,2030-05-31,forecast,operating_nwc_percent_revenue,Operating NWC as a percentage of revenue,0.097,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,operating_nwc_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
bull,FY2030,2030-05-31,forecast,change_in_operating_nwc,Change in operating NWC,94.201905798000000,USD millions,forecast_calculated,project_analyst_scenario,operating_nwc_proxy_t - operating_nwc_proxy_t_minus_1,operating_nwc_proxy_t;operating_nwc_proxy_t_minus_1,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2030,2030-05-31,forecast,fcff,Free cash flow to the firm,5416.533203461380000000,USD millions,forecast_calculated,project_analyst_scenario,nopat + depreciation_and_amortization - capital_expenditures - change_in_operating_nwc,nopat;depreciation_and_amortization;capital_expenditures;change_in_operating_nwc,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2030,2030-05-31,forecast,fcff_margin,FCFF margin,0.1013080952380952380952380952,decimal,forecast_calculated,project_analyst_scenario,fcff / revenue,fcff;revenue,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2031,2031-05-31,forecast,revenue_growth,Revenue growth,0.035,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,revenue_growth,FS01,Project analyst scenario; no valuation or probability assigned.
bull,FY2031,2031-05-31,forecast,revenue,Revenue,55337.254662690000000,USD millions,forecast_calculated,project_analyst_scenario,revenue_t_minus_1 * (1 + revenue_growth),prior_year_revenue;revenue_growth,FS01,Project analyst scenario; no valuation or probability assigned.
bull,FY2031,2031-05-31,forecast,gross_margin,Gross margin,0.458,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,gross_margin,FS03,Project analyst scenario; no valuation or probability assigned.
bull,FY2031,2031-05-31,forecast,gross_profit,Gross profit,25344.462635512020000000,USD millions,forecast_calculated,project_analyst_scenario,revenue * gross_margin,revenue;gross_margin,FS01;FS03,Project analyst scenario; no valuation or probability assigned.
bull,FY2031,2031-05-31,forecast,sga_percent_revenue,SG&A as a percentage of revenue,0.318,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,sga_percent_revenue,FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2031,2031-05-31,forecast,total_selling_and_administrative_expense,Total SG&A,17597.246982735420000000,USD millions,forecast_calculated,project_analyst_scenario,revenue * sga_percent_revenue,revenue;sga_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2031,2031-05-31,forecast,derived_operating_income,Derived operating income,7747.215652776600000000,USD millions,forecast_calculated,project_analyst_scenario,gross_profit - total_selling_and_administrative_expense,gross_profit;total_selling_and_administrative_expense,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2031,2031-05-31,forecast,operating_margin,Derived operating margin,0.140,decimal,forecast_calculated,project_analyst_scenario,derived_operating_income / revenue,derived_operating_income;revenue,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2031,2031-05-31,forecast,normalized_tax_rate,Normalized operating tax rate,0.210,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,normalized_tax_rate,FS03,Project analyst scenario; no valuation or probability assigned.
bull,FY2031,2031-05-31,forecast,normalized_operating_tax_expense,Normalized operating tax expense,1626.915287083086000000000,USD millions,forecast_calculated,project_analyst_scenario,"max(derived_operating_income, 0) * normalized_tax_rate",derived_operating_income;normalized_tax_rate,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2031,2031-05-31,forecast,nopat,NOPAT,6120.300365693514000000000,USD millions,forecast_calculated,project_analyst_scenario,derived_operating_income - normalized_operating_tax_expense,derived_operating_income;normalized_operating_tax_expense,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2031,2031-05-31,forecast,depreciation_and_amortization,Depreciation and amortization,940.733329265730000000,USD millions,forecast_calculated,project_analyst_scenario,revenue * da_percent_revenue,revenue;da_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
bull,FY2031,2031-05-31,forecast,da_percent_revenue,D&A as a percentage of revenue,0.017,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,da_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
bull,FY2031,2031-05-31,forecast,capital_expenditures,Capital expenditures,996.070583928420000000,USD millions,forecast_calculated,project_analyst_scenario,revenue * capex_percent_revenue,revenue;capex_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
bull,FY2031,2031-05-31,forecast,capex_percent_revenue,Capital expenditures as a percentage of revenue,0.018,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,capex_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
bull,FY2031,2031-05-31,forecast,operating_nwc_proxy,Operating NWC proxy,5257.039192955550000000,USD millions,forecast_calculated,project_analyst_scenario,revenue * operating_nwc_percent_revenue,revenue;operating_nwc_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
bull,FY2031,2031-05-31,forecast,operating_nwc_percent_revenue,Operating NWC as a percentage of revenue,0.095,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,operating_nwc_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
bull,FY2031,2031-05-31,forecast,change_in_operating_nwc,Change in operating NWC,70.842379157550000000,USD millions,forecast_calculated,project_analyst_scenario,operating_nwc_proxy_t - operating_nwc_proxy_t_minus_1,operating_nwc_proxy_t;operating_nwc_proxy_t_minus_1,FS01,Project analyst scenario; no valuation or probability assigned.
bull,FY2031,2031-05-31,forecast,fcff,Free cash flow to the firm,5994.120731873274000000000,USD millions,forecast_calculated,project_analyst_scenario,nopat + depreciation_and_amortization - capital_expenditures - change_in_operating_nwc,nopat;depreciation_and_amortization;capital_expenditures;change_in_operating_nwc,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2031,2031-05-31,forecast,fcff_margin,FCFF margin,0.1083198067632850241545893720,decimal,forecast_calculated,project_analyst_scenario,fcff / revenue,fcff;revenue,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bear,FY2027,2027-05-31,forecast,revenue_growth,Revenue growth,-0.040,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,revenue_growth,FS04,Project analyst scenario; no valuation or probability assigned.
bear,FY2027,2027-05-31,forecast,revenue,Revenue,44542.080,USD millions,forecast_calculated,project_analyst_scenario,revenue_t_minus_1 * (1 + revenue_growth),prior_year_revenue;revenue_growth,FS04,Project analyst scenario; no valuation or probability assigned.
bear,FY2027,2027-05-31,forecast,gross_margin,Gross margin,0.415,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,gross_margin,FS03,Project analyst scenario; no valuation or probability assigned.
bear,FY2027,2027-05-31,forecast,gross_profit,Gross profit,18484.963200,USD millions,forecast_calculated,project_analyst_scenario,revenue * gross_margin,revenue;gross_margin,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bear,FY2027,2027-05-31,forecast,sga_percent_revenue,SG&A as a percentage of revenue,0.355,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,sga_percent_revenue,FS04,Project analyst scenario; no valuation or probability assigned.
bear,FY2027,2027-05-31,forecast,total_selling_and_administrative_expense,Total SG&A,15812.438400,USD millions,forecast_calculated,project_analyst_scenario,revenue * sga_percent_revenue,revenue;sga_percent_revenue,FS04,Project analyst scenario; no valuation or probability assigned.
bear,FY2027,2027-05-31,forecast,derived_operating_income,Derived operating income,2672.524800,USD millions,forecast_calculated,project_analyst_scenario,gross_profit - total_selling_and_administrative_expense,gross_profit;total_selling_and_administrative_expense,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bear,FY2027,2027-05-31,forecast,operating_margin,Derived operating margin,0.060,decimal,forecast_calculated,project_analyst_scenario,derived_operating_income / revenue,derived_operating_income;revenue,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bear,FY2027,2027-05-31,forecast,normalized_tax_rate,Normalized operating tax rate,0.210,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,normalized_tax_rate,FS04,Project analyst scenario; no valuation or probability assigned.
bear,FY2027,2027-05-31,forecast,normalized_operating_tax_expense,Normalized operating tax expense,561.230208000,USD millions,forecast_calculated,project_analyst_scenario,"max(derived_operating_income, 0) * normalized_tax_rate",derived_operating_income;normalized_tax_rate,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bear,FY2027,2027-05-31,forecast,nopat,NOPAT,2111.294592000,USD millions,forecast_calculated,project_analyst_scenario,derived_operating_income - normalized_operating_tax_expense,derived_operating_income;normalized_operating_tax_expense,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bear,FY2027,2027-05-31,forecast,depreciation_and_amortization,Depreciation and amortization,712.673280,USD millions,forecast_calculated,project_analyst_scenario,revenue * da_percent_revenue,revenue;da_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
bear,FY2027,2027-05-31,forecast,da_percent_revenue,D&A as a percentage of revenue,0.016,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,da_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
bear,FY2027,2027-05-31,forecast,capital_expenditures,Capital expenditures,579.047040,USD millions,forecast_calculated,project_analyst_scenario,revenue * capex_percent_revenue,revenue;capex_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
bear,FY2027,2027-05-31,forecast,capex_percent_revenue,Capital expenditures as a percentage of revenue,0.013,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,capex_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
bear,FY2027,2027-05-31,forecast,operating_nwc_proxy,Operating NWC proxy,5211.423360,USD millions,forecast_calculated,project_analyst_scenario,revenue * operating_nwc_percent_revenue,revenue;operating_nwc_percent_revenue,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bear,FY2027,2027-05-31,forecast,operating_nwc_percent_revenue,Operating NWC as a percentage of revenue,0.117,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,operating_nwc_percent_revenue,FS03,Project analyst scenario; no valuation or probability assigned.
bear,FY2027,2027-05-31,forecast,change_in_operating_nwc,Change in operating NWC,-295.576640,USD millions,forecast_calculated,project_analyst_scenario,operating_nwc_proxy_t - operating_nwc_proxy_t_minus_1,operating_nwc_proxy_t;operating_nwc_proxy_t_minus_1,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bear,FY2027,2027-05-31,forecast,fcff,Free cash flow to the firm,2540.497472000,USD millions,forecast_calculated,project_analyst_scenario,nopat + depreciation_and_amortization - capital_expenditures - change_in_operating_nwc,nopat;depreciation_and_amortization;capital_expenditures;change_in_operating_nwc,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
