metric,fiscal_year_label,period_start,period_end,reported_value,normalized_value,reported_unit,normalized_unit,taxonomy,xbrl_concept,sec_form,filing_date,accession_number,source_url,company_facts_url,retrieval_timestamp,selection_status,selection_reason,value_type,presentation_type,transformation_notes,statement_type,period_type,fact_fiscal_year,fact_fiscal_period,frame,candidate_priority,face_statement_url,face_statement_retrieval_timestamp,face_statement_sha256,face_statement_label,face_statement_value,face_reconciliation_status,face_reconciliation_note,supporting_source_url,supporting_source_retrieval_timestamp,supporting_source_sha256,supporting_source_label,supporting_source_notes,content_sha256
diluted_weighted_average_shares,FY2024,2023-06-01,2024-05-31,1529700000,1529.7,shares,shares millions,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,10-K,2024-07-25,0000320187-24-000044,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/nke-20240531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"shares divided by 1,000,000.",income_statement,duration,2024,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R3.htm,2026-09-07T07:03:57.836582+00:00,ac6824da10fc859f7f318c38a85e9f8642ebe92d2da0b978146ee3e1cf4aaca2,Diluted (in shares),1529.7,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
diluted_weighted_average_shares,FY2024,2023-06-01,2024-05-31,1529700000,1529.7,shares,shares millions,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"shares divided by 1,000,000.",income_statement,duration,2025,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R3.htm,2026-09-07T07:03:59.487544+00:00,c9b9328544ec19e67502fd09cc449bcf05f1fa173a3a2ae7a825f54fd143c52c,Diluted (in shares),1529.7,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
diluted_weighted_average_shares,FY2024,2023-06-01,2024-05-31,1529700000,1529.7,shares,shares millions,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,10-K,2026-07-15,0000320187-26-000088,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"shares divided by 1,000,000.",income_statement,duration,2026,FY,CY2023,1,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/R3.htm,2026-09-07T07:04:01.247348+00:00,367a4751ed4b2824009f7400dc3c03c4d09d1a4af0fd64d9d12c87a4abda7516,Diluted (in shares),1529.7,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
cash_and_cash_equivalents,FY2024,,2024-05-31,9860000000,9860,USD,USD millions,us-gaap,CashAndCashEquivalentsAtCarryingValue,10-K,2024-07-25,0000320187-24-000044,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/nke-20240531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2024,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R5.htm,2026-09-07T07:03:58.388254+00:00,2eb5156fe5f784426894d1df36a985b8f22c14aaf5aedfa0d43d20e2993784d6,Cash and equivalents,9860,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
cash_and_cash_equivalents,FY2024,,2024-05-31,9860000000,9860,USD,USD millions,us-gaap,CashAndCashEquivalentsAtCarryingValue,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,CY2024Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,Cash and equivalents,9860,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
short_term_investments,FY2024,,2024-05-31,1722000000,1722,USD,USD millions,us-gaap,DebtSecuritiesAvailableForSaleExcludingAccruedInterestCurrent,10-K,2024-07-25,0000320187-24-000044,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/nke-20240531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2024,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R5.htm,2026-09-07T07:03:58.388254+00:00,2eb5156fe5f784426894d1df36a985b8f22c14aaf5aedfa0d43d20e2993784d6,Short-term investments,1722,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
short_term_investments,FY2024,,2024-05-31,1722000000,1722,USD,USD millions,us-gaap,DebtSecuritiesAvailableForSaleExcludingAccruedInterestCurrent,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,CY2024Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,Short-term investments,1722,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
accounts_receivable,FY2024,,2024-05-31,4427000000,4427,USD,USD millions,us-gaap,AccountsReceivableNetCurrent,10-K,2024-07-25,0000320187-24-000044,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/nke-20240531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2024,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R5.htm,2026-09-07T07:03:58.388254+00:00,2eb5156fe5f784426894d1df36a985b8f22c14aaf5aedfa0d43d20e2993784d6,"Accounts receivable, net",4427,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
accounts_receivable,FY2024,,2024-05-31,4427000000,4427,USD,USD millions,us-gaap,AccountsReceivableNetCurrent,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,CY2024Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,"Accounts receivable, net",4427,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
inventory,FY2024,,2024-05-31,7519000000,7519,USD,USD millions,us-gaap,InventoryFinishedGoodsNetOfReserves,10-K,2024-07-25,0000320187-24-000044,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/nke-20240531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2024,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R5.htm,2026-09-07T07:03:58.388254+00:00,2eb5156fe5f784426894d1df36a985b8f22c14aaf5aedfa0d43d20e2993784d6,Inventories,7519,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
inventory,FY2024,,2024-05-31,7519000000,7519,USD,USD millions,us-gaap,InventoryFinishedGoodsNetOfReserves,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,Inventories,7519,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
inventory,FY2024,,2024-05-31,7519000000,7519,USD,USD millions,us-gaap,InventoryFinishedGoodsNetOfReserves,10-K,2026-07-15,0000320187-26-000088,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2026,FY,CY2024Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/R5.htm,2026-09-07T07:04:01.875516+00:00,17da187b9139e66f453a366babf2fabf9880fa6678a17713a6daf718b375c14d,,,not_visible,The target period or label is not visible in this filing's face statement.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
current_assets,FY2024,,2024-05-31,25382000000,25382,USD,USD millions,us-gaap,AssetsCurrent,10-K,2024-07-25,0000320187-24-000044,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/nke-20240531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2024,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R5.htm,2026-09-07T07:03:58.388254+00:00,2eb5156fe5f784426894d1df36a985b8f22c14aaf5aedfa0d43d20e2993784d6,Total current assets,25382,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
current_assets,FY2024,,2024-05-31,25382000000,25382,USD,USD millions,us-gaap,AssetsCurrent,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,CY2024Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,Total current assets,25382,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
current_liabilities,FY2024,,2024-05-31,10593000000,10593,USD,USD millions,us-gaap,LiabilitiesCurrent,10-K,2024-07-25,0000320187-24-000044,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/nke-20240531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2024,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R5.htm,2026-09-07T07:03:58.388254+00:00,2eb5156fe5f784426894d1df36a985b8f22c14aaf5aedfa0d43d20e2993784d6,Total current liabilities,10593,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
current_liabilities,FY2024,,2024-05-31,10593000000,10593,USD,USD millions,us-gaap,LiabilitiesCurrent,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,CY2024Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,Total current liabilities,10593,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
total_assets,FY2024,,2024-05-31,38110000000,38110,USD,USD millions,us-gaap,Assets,10-K,2024-07-25,0000320187-24-000044,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/nke-20240531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2024,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R5.htm,2026-09-07T07:03:58.388254+00:00,2eb5156fe5f784426894d1df36a985b8f22c14aaf5aedfa0d43d20e2993784d6,TOTAL ASSETS,38110,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
total_assets,FY2024,,2024-05-31,38110000000,38110,USD,USD millions,us-gaap,Assets,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,CY2024Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,TOTAL ASSETS,38110,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
notes_payable_and_short_term_borrowings,FY2024,,2024-05-31,6000000,6,USD,USD millions,us-gaap,ShortTermBorrowings,10-K,2024-07-25,0000320187-24-000044,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/nke-20240531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence. The filing-note evidence independently agrees.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2024,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R5.htm,2026-09-07T07:03:58.388254+00:00,2eb5156fe5f784426894d1df36a985b8f22c14aaf5aedfa0d43d20e2993784d6,Notes payable,6,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R53.htm,2026-09-07T07:37:49.001584+00:00,069dfd77a5272e47db5524a15a18a4d654533a251c0c667f4f243adae502ddcf,Note 5 - Notes payable,Detail confirms $6 million of notes payable and zero line-of-credit borrowings.,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
notes_payable_and_short_term_borrowings,FY2024,,2024-05-31,6000000,6,USD,USD millions,us-gaap,ShortTermBorrowings,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence. The filing-note evidence independently agrees.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,CY2024Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,Notes payable,6,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R53.htm,2026-09-07T07:37:49.001584+00:00,069dfd77a5272e47db5524a15a18a4d654533a251c0c667f4f243adae502ddcf,Note 5 - Notes payable,Detail confirms $6 million of notes payable and zero line-of-credit borrowings.,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
current_portion_long_term_debt,FY2024,,2024-05-31,1000000000,1000,USD,USD millions,us-gaap,LongTermDebtCurrent,10-K,2024-07-25,0000320187-24-000044,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/nke-20240531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2024,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R5.htm,2026-09-07T07:03:58.388254+00:00,2eb5156fe5f784426894d1df36a985b8f22c14aaf5aedfa0d43d20e2993784d6,Current portion of long-term debt,1000,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
current_portion_long_term_debt,FY2024,,2024-05-31,1000000000,1000,USD,USD millions,us-gaap,LongTermDebtCurrent,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,CY2024Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,Current portion of long-term debt,1000,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
noncurrent_long_term_debt,FY2024,,2024-05-31,7903000000,7903,USD,USD millions,us-gaap,LongTermDebtNoncurrent,10-K,2024-07-25,0000320187-24-000044,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/nke-20240531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2024,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R5.htm,2026-09-07T07:03:58.388254+00:00,2eb5156fe5f784426894d1df36a985b8f22c14aaf5aedfa0d43d20e2993784d6,Long-term debt,7903,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
noncurrent_long_term_debt,FY2024,,2024-05-31,7903000000,7903,USD,USD millions,us-gaap,LongTermDebtNoncurrent,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,CY2024Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,Long-term debt,7903,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
current_operating_lease_liabilities,FY2024,,2024-05-31,477000000,477,USD,USD millions,us-gaap,OperatingLeaseLiabilityCurrent,10-K,2024-07-25,0000320187-24-000044,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/nke-20240531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2024,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R5.htm,2026-09-07T07:03:58.388254+00:00,2eb5156fe5f784426894d1df36a985b8f22c14aaf5aedfa0d43d20e2993784d6,Current portion of operating lease liabilities,477,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
current_operating_lease_liabilities,FY2024,,2024-05-31,477000000,477,USD,USD millions,us-gaap,OperatingLeaseLiabilityCurrent,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,CY2024Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,Current portion of operating lease liabilities,477,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
noncurrent_operating_lease_liabilities,FY2024,,2024-05-31,2566000000,2566,USD,USD millions,us-gaap,OperatingLeaseLiabilityNoncurrent,10-K,2024-07-25,0000320187-24-000044,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/nke-20240531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2024,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R5.htm,2026-09-07T07:03:58.388254+00:00,2eb5156fe5f784426894d1df36a985b8f22c14aaf5aedfa0d43d20e2993784d6,Operating lease liabilities,2566,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
noncurrent_operating_lease_liabilities,FY2024,,2024-05-31,2566000000,2566,USD,USD millions,us-gaap,OperatingLeaseLiabilityNoncurrent,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,CY2024Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,Operating lease liabilities,2566,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
shareholders_equity,FY2024,,2024-05-31,14430000000,14430,USD,USD millions,us-gaap,StockholdersEquity,10-K,2024-07-25,0000320187-24-000044,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/nke-20240531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2024,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R5.htm,2026-09-07T07:03:58.388254+00:00,2eb5156fe5f784426894d1df36a985b8f22c14aaf5aedfa0d43d20e2993784d6,Total shareholders' equity,14430,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
